epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2615.51,0.46132,0.30555,0.83012,0.90773,0.84969,0.89861,0.60919,0.96312,0.52999,0.9032,0.000130062,0.000130062,0.000130062
183,2629.26,0.4556,0.30245,0.83059,0.90614,0.83523,0.89181,0.61012,0.9519,0.53762,0.8994,0.000123875,0.000123875,0.000123875
184,2643.01,0.46574,0.30114,0.82768,0.89154,0.83288,0.88854,0.60575,0.95905,0.54296,0.89562,0.000117687,0.000117687,0.000117687
185,2656.73,0.46241,0.29736,0.82848,0.93649,0.78309,0.88841,0.6058,0.9568,0.56119,0.89955,0.0001115,0.0001115,0.0001115
186,2670.51,0.46101,0.29964,0.82994,0.93702,0.81235,0.90114,0.61328,0.95004,0.51881,0.89832,0.000105312,0.000105312,0.000105312
187,2684.2,0.44858,0.29881,0.83066,0.93276,0.81025,0.8971,0.61524,0.94636,0.52316,0.89701,9.9125e-05,9.9125e-05,9.9125e-05
188,2697.94,0.45177,0.29587,0.82737,0.93115,0.82324,0.90083,0.61258,0.94468,0.51851,0.89235,9.29375e-05,9.29375e-05,9.29375e-05
189,2711.68,0.4573,0.29808,0.82846,0.8979,0.85344,0.90161,0.61349,0.95015,0.52145,0.89573,8.675e-05,8.675e-05,8.675e-05
190,2725.28,0.44651,0.2999,0.82614,0.91455,0.83816,0.89644,0.61274,0.95317,0.51935,0.89712,8.05625e-05,8.05625e-05,8.05625e-05
191,2755.68,0.41302,0.26414,0.7939,0.91667,0.80701,0.88834,0.5959,0.96227,0.5415,0.90363,7.4375e-05,7.4375e-05,7.4375e-05
192,2769.03,0.40329,0.26185,0.79257,0.8642,0.83711,0.88769,0.59952,0.9651,0.5377,0.90331,6.81875e-05,6.81875e-05,6.81875e-05
193,2782.44,0.39703,0.26158,0.79027,0.86402,0.84404,0.88921,0.60248,0.96559,0.52893,0.90603,6.2e-05,6.2e-05,6.2e-05
194,2795.85,0.39618,0.25957,0.7916,0.86675,0.8323,0.88605,0.60539,0.96608,0.53192,0.9073,5.58125e-05,5.58125e-05,5.58125e-05
195,2809.3,0.3989,0.25911,0.7934,0.92841,0.81609,0.89503,0.61112,0.9617,0.51517,0.90673,4.9625e-05,4.9625e-05,4.9625e-05
196,2822.59,0.39386,0.2566,0.79404,0.91348,0.81318,0.89222,0.60326,0.96529,0.51229,0.90608,4.34375e-05,4.34375e-05,4.34375e-05
197,2836.06,0.37954,0.25355,0.7876,0.89448,0.81335,0.88765,0.60722,0.9663,0.52444,0.90567,3.725e-05,3.725e-05,3.725e-05
198,2849.69,0.38033,0.25073,0.79412,0.87708,0.82569,0.88092,0.60983,0.95596,0.51257,0.90538,3.10625e-05,3.10625e-05,3.10625e-05
199,2863.08,0.37551,0.25114,0.79344,0.88234,0.83562,0.88147,0.61095,0.96201,0.51613,0.90255,2.4875e-05,2.4875e-05,2.4875e-05
200,2876.56,0.37617,0.24991,0.79056,0.90156,0.81779,0.88404,0.61444,0.96084,0.50141,0.9011,1.86875e-05,1.86875e-05,1.86875e-05
